Tanggal,Jam,PosX,PosY,PersenRusak,GramHilang,Filename
2026-08-16,18:04:58,1600,0,0.0,0.0,scan_20260816_180458_pos_1600_0.jpg
2026-08-16,18:04:58,2000,0,0.0,0.0,scan_20260816_180458_pos_2000_0.jpg
2026-08-16,18:04:58,0,400,0.0,0.0,scan_20260816_180458_pos_0_400.jpg
2026-08-16,18:04:58,400,400,0.0,0.0,scan_20260816_180458_pos_400_400.jpg
2026-08-16,18:04:58,800,400,0.0,0.0,scan_20260816_180458_pos_800_400.jpg
2026-08-16,18:04:58,1200,400,0.0,0.0,scan_20260816_180458_pos_1200_400.jpg
2026-08-16,18:04:58,1600,400,0.0,0.0,scan_20260816_180458_pos_1600_400.jpg
2026-08-16,18:04:58,2000,400,0.0,0.0,scan_20260816_180458_pos_2000_400.jpg
2026-08-16,18:04:58,0,800,0.0,0.0,scan_20260816_180458_pos_0_800.jpg
2026-08-16,18:04:58,400,800,0.0,0.0,scan_20260816_180458_pos_400_800.jpg
2026-08-16,18:04:58,800,800,0.0,0.0,scan_20260816_180458_pos_800_800.jpg
2026-08-16,18:04:58,1200,800,0.0,0.0,scan_20260816_180458_pos_1200_800.jpg
2026-08-16,18:04:58,1600,800,0.0,0.0,scan_20260816_180458_pos_1600_800.jpg
2026-08-16,18:04:58,2000,800,0.0,0.0,scan_20260816_180458_pos_2000_800.jpg
2026-08-16,18:04:58,0,1200,0.0,0.0,scan_20260816_180458_pos_0_1200.jpg
2026-08-16,18:04:58,400,1200,0.0,0.0,scan_20260816_180458_pos_400_1200.jpg
2026-08-16,18:04:58,800,1200,0.0,0.0,scan_20260816_180458_pos_800_1200.jpg
2026-08-16,18:04:58,1200,1200,0.0,0.0,scan_20260816_180458_pos_1200_1200.jpg
2026-08-16,18:04:58,1600,1200,0.0,0.0,scan_20260816_180458_pos_1600_1200.jpg
2026-08-16,18:04:58,2000,1200,0.0,0.0,scan_20260816_180458_pos_2000_1200.jpg
2026-08-16,18:10:18,0,0,0.0,0.0,scan_20260816_181018_pos_0_0.jpg
2026-08-16,18:10:18,400,0,0.0,0.0,scan_20260816_181018_pos_400_0.jpg
2026-08-16,18:10:18,800,0,0.0,0.0,scan_20260816_181018_pos_800_0.jpg
2026-08-16,18:10:18,1200,0,0.0,0.0,scan_20260816_181018_pos_1200_0.jpg
2026-08-16,18:10:18,1600,0,0.0,0.0,scan_20260816_181018_pos_1600_0.jpg
2026-08-16,18:10:18,2000,0,0.0,0.0,scan_20260816_181018_pos_2000_0.jpg
2026-08-16,18:10:18,0,400,0.0,0.0,scan_20260816_181018_pos_0_400.jpg
2026-08-16,18:10:18,400,400,0.0,0.0,scan_20260816_181018_pos_400_400.jpg
2026-08-16,18:10:18,800,400,0.0,0.0,scan_20260816_181018_pos_800_400.jpg
2026-08-16,18:10:18,1200,400,0.0,0.0,scan_20260816_181018_pos_1200_400.jpg
2026-08-16,18:10:18,1600,400,0.0,0.0,scan_20260816_181018_pos_1600_400.jpg
2026-08-16,18:10:18,2000,400,0.0,0.0,scan_20260816_181018_pos_2000_400.jpg
2026-08-16,18:10:18,0,800,0.0,0.0,scan_20260816_181018_pos_0_800.jpg
2026-08-16,18:10:18,400,800,0.0,0.0,scan_20260816_181018_pos_400_800.jpg
2026-08-16,18:10:18,800,800,0.0,0.0,scan_20260816_181018_pos_800_800.jpg
2026-08-16,18:10:18,1200,800,0.0,0.0,scan_20260816_181018_pos_1200_800.jpg
2026-08-16,18:10:18,1600,800,0.0,0.0,scan_20260816_181018_pos_1600_800.jpg
2026-08-16,18:10:18,2000,800,0.0,0.0,scan_20260816_181018_pos_2000_800.jpg
2026-08-16,18:10:18,0,1200,0.0,0.0,scan_20260816_181018_pos_0_1200.jpg
2026-08-16,18:10:18,400,1200,0.0,0.0,scan_20260816_181018_pos_400_1200.jpg
2026-08-16,18:10:18,800,1200,0.0,0.0,scan_20260816_181018_pos_800_1200.jpg
2026-08-16,18:10:18,1200,1200,0.0,0.0,scan_20260816_181018_pos_1200_1200.jpg
2026-08-16,18:10:18,1600,1200,0.0,0.0,scan_20260816_181018_pos_1600_1200.jpg
2026-08-16,18:10:18,2000,1200,0.0,0.0,scan_20260816_181018_pos_2000_1200.jpg
2026-08-16,18:16:06,0,0,0.0,0.0,scan_20260816_181606_pos_0_0.jpg
2026-08-16,18:16:06,400,0,0.0,0.0,scan_20260816_181606_pos_400_0.jpg
2026-08-16,18:16:06,800,0,0.0,0.0,scan_20260816_181606_pos_800_0.jpg
2026-08-16,18:16:06,1200,0,0.0,0.0,scan_20260816_181606_pos_1200_0.jpg
2026-08-16,18:16:06,1600,0,0.0,0.0,scan_20260816_181606_pos_1600_0.jpg
2026-08-16,18:16:06,2000,0,0.0,0.0,scan_20260816_181606_pos_2000_0.jpg
2026-08-16,18:16:06,0,400,0.0,0.0,scan_20260816_181606_pos_0_400.jpg
2026-08-16,18:16:06,400,400,0.0,0.0,scan_20260816_181606_pos_400_400.jpg
2026-08-16,18:16:06,800,400,0.0,0.0,scan_20260816_181606_pos_800_400.jpg
2026-08-16,18:16:06,1200,400,0.0,0.0,scan_20260816_181606_pos_1200_400.jpg
2026-08-16,18:16:06,1600,400,0.0,0.0,scan_20260816_181606_pos_1600_400.jpg
2026-08-16,18:16:06,2000,400,0.0,0.0,scan_20260816_181606_pos_2000_400.jpg
2026-08-16,18:16:06,0,800,0.0,0.0,scan_20260816_181606_pos_0_800.jpg
2026-08-16,18:16:06,400,800,0.0,0.0,scan_20260816_181606_pos_400_800.jpg
2026-08-16,18:16:06,800,800,0.0,0.0,scan_20260816_181606_pos_800_800.jpg
2026-08-16,18:16:06,1200,800,0.0,0.0,scan_20260816_181606_pos_1200_800.jpg
2026-08-16,18:16:06,1600,800,0.0,0.0,scan_20260816_181606_pos_1600_800.jpg
2026-08-16,18:16:06,2000,800,0.0,0.0,scan_20260816_181606_pos_2000_800.jpg
2026-08-16,18:16:06,0,1200,0.0,0.0,scan_20260816_181606_pos_0_1200.jpg
2026-08-16,18:16:06,400,1200,0.0,0.0,scan_20260816_181606_pos_400_1200.jpg
2026-08-16,18:16:06,800,1200,0.0,0.0,scan_20260816_181606_pos_800_1200.jpg
2026-08-16,18:16:06,1200,1200,0.0,0.0,scan_20260816_181606_pos_1200_1200.jpg
2026-08-16,18:16:06,1600,1200,0.0,0.0,scan_20260816_181606_pos_1600_1200.jpg
2026-08-16,18:16:06,2000,1200,0.0,0.0,scan_20260816_181606_pos_2000_1200.jpg
2026-08-16,18:39:15,0,0,0.0,0.0,scan_20260816_183915_pos_0_0.jpg
2026-08-16,18:39:15,400,0,0.0,0.0,scan_20260816_183915_pos_400_0.jpg
